#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,Food origin,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types,Outbreak
"Salmonella enterica","FSIS12035989","""FSIS12035989"",""SRS7829096""","Enteritidis","PDT000902994.1","2020-12-03T21:17:05Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000030237.1646",2,3,"SAMN16989331","GCA_015823405.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12036165","""FSIS12036165"",""SRS7835470""","Enteritidis","PDT000904706.1","2020-12-05T18:20:56Z","USA:TX","raw intact chicken","environmental/other","USA:TX","PDS000083226.1089",5,9,"SAMN17006560","GCA_015852295.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS32004249","""FSIS32004249"",""SRS7842910""","Enteritidis","PDT000905773.1","2020-12-08T01:21:04Z","USA:FL","comminuted chicken","environmental/other","USA:FL","PDS000083226.1089",0,0,"SAMN17020695","GCA_015833935.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12036150","""FSIS12036150"",""SRS7850723""","Enteritidis","PDT000906096.1","2020-12-08T19:21:07Z","USA:CA","raw intact chicken","environmental/other","USA:CA","PDS000032668.1668",3,3,"SAMN17027990","GCA_015863525.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS32004235","""FSIS32004235"",""SRS7850740""","Enteritidis","PDT000906110.1","2020-12-08T19:21:11Z","USA:MI","raw intact chicken","environmental/other","USA:MI","PDS000032668.1668",3,2,"SAMN17027995","GCA_015869645.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS32004237","""FSIS32004237"",""SRS7850741""","Enteritidis","PDT000906111.1","2020-12-08T19:21:11Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000083226.1089",0,0,"SAMN17027997","GCA_015869725.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12036136","""FSIS12036136"",""SRS7850868""","Enteritidis","PDT000906128.1","2020-12-08T19:21:15Z","USA:IN","raw intact chicken","environmental/other","USA:IN","PDS000030237.1646",2,1,"SAMN17027976","GCA_015865365.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","PNCS012329","""PNCS012329"",""SRS7853235""","Enteritidis","PDT000906419.1","2020-12-09T01:19:32Z","Canada","Chicken Nuggets","environmental/other",,"PDS000032668.1668",1,1,"SAMN17035174","GCA_015867205.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","PNCS012264","""PNCS012264"",""SRS7853224""","Enteritidis","PDT000906430.1","2020-12-09T01:19:35Z","Canada","Chicken Nuggets","environmental/other",,"PDS000032668.1668",2,0,"SAMN17035173","GCA_015866845.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS32004272","""FSIS32004272"",""SRS7860328""","Enteritidis","PDT000908222.1","2020-12-10T05:26:27Z","USA:MI","raw intact chicken","environmental/other","USA:MI","PDS000032668.1668",1,8,"SAMN17041264","GCA_015906825.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12034457","""FSIS12034457"",""SRS7910623""","Enteritidis","PDT000921370.1","2020-12-22T21:24:07Z","USA:NC","comminuted chicken","environmental/other","USA:NC","PDS000030237.1646",3,1,"SAMN16428282","GCA_016313665.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12036506","""FSIS12036506"",""SRS7917740""","Enteritidis","PDT000922548.1","2020-12-23T20:25:25Z","USA:OH","comminuted chicken","environmental/other","USA:OH","PDS000032668.1668",0,2,"SAMN17147197","GCA_016350885.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12036644","""FSIS12036644"",""SRS7927351""","Enteritidis","PDT000925705.1","2020-12-29T23:23:07Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000083226.1089",1,1,"SAMN17175529","GCA_016435045.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12036647","""FSIS12036647"",""SRS7927356""","Enteritidis","PDT000925709.1","2020-12-29T23:23:08Z","USA:MI","raw intact chicken","environmental/other","USA:MI","PDS000030237.1646",4,1,"SAMN17175532","GCA_016434965.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12036959","""FSIS12036959"",""SRS7985518""","Enteritidis","PDT000929798.1","2021-01-07T19:21:40Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000083226.1089",1,1,"SAMN17250332","GCA_016589955.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12036966","""FSIS12036966"",""SRS7985532""","Enteritidis","PDT000929812.1","2021-01-07T19:21:43Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000030237.1646",1,1,"SAMN17250337","GCA_016583265.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12037015","""FSIS12037015"",""SRS8039151""","Enteritidis","PDT000933472.1","2021-01-15T22:22:50Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000030237.1646",6,4,"SAMN17336269","GCA_016689015.1","mdsA=COMPLETE,mdsB=COMPLETE,qnrB19=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12037014","""FSIS12037014"",""SRS8039152""","Enteritidis","PDT000933473.1","2021-01-15T22:22:50Z","USA:NY","raw intact chicken","environmental/other",,"PDS000065758.1669",3,1,"SAMN17336268","GCA_016688875.1","aac(3)-VIa=COMPLETE,aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,gar=HMM,gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS22130195","""FSIS22130195"",""SRS8042843""","Enteritidis","PDT000935868.1","2021-01-17T14:26:25Z","USA:SC","raw intact chicken","environmental/other","USA:SC","PDS000030237.1646",4,4,"SAMN17360658","GCA_016658965.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","PNCS009486","""PNCS009486"",""SRS8074293""","Enteritidis","PDT000937877.1","2021-01-19T16:25:54Z","Canada","Chicken nuggets","environmental/other",,"PDS000030237.1646",2,0,"SAMN16248638","GCA_016700915.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12137413","""FSIS12137413"",""SRS8143670""","Enteritidis","PDT000943159.1","2021-01-28T20:20:06Z","USA:WA","raw intact chicken","environmental/other",,"PDS000032668.1668",1,9,"SAMN17616265","GCA_017193615.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12137411","""FSIS12137411"",""SRS8143673""","Enteritidis","PDT000943162.1","2021-01-28T20:20:07Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000030237.1646",2,0,"SAMN17616263","GCA_017193575.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12137402","""FSIS12137402"",""SRS8143674""","Enteritidis","PDT000943163.1","2021-01-28T20:20:08Z","USA:CA","raw intact chicken","environmental/other","USA:CA","PDS000065758.1669",1,1,"SAMN17616255","GCA_017193535.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12137618","""FSIS12137618"",""SRS8205777""","Enteritidis","PDT000949863.1","2021-02-05T22:25:33Z","USA:MN","comminuted beef","environmental/other",,"PDS000083226.1089",1,1,"SAMN17814227","GCA_017121705.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12137644","""FSIS12137644"",""SRS8205792""","Enteritidis","PDT000949877.1","2021-02-05T22:25:37Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000032668.1668",5,5,"SAMN17814231","GCA_017121485.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12137648","""FSIS12137648"",""SRS8205796""","Enteritidis","PDT000949881.1","2021-02-05T22:25:38Z","USA:WA","raw intact chicken","environmental/other",,"PDS000030237.1646",0,2,"SAMN17814235","GCA_017120825.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11922721","""FSIS11922721"",""SRS8206195""","Enteritidis","PDT000950169.1","2021-02-05T23:26:31Z","USA:GA","chicken carcass","environmental/other","USA:GA","PDS000030237.1646",5,2,"SAMN17815197","GCA_017100935.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12137558","""FSIS12137558"",""SRS8220718""","Enteritidis","PDT000951922.1","2021-02-09T18:45:29Z","USA:TX","raw intact chicken","environmental/other","USA:TX","PDS000030237.1646",1,1,"SAMN17841457","GCA_017060375.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12137602","""FSIS12137602"",""SRS8220719""","Enteritidis","PDT000951923.1","2021-02-09T18:45:30Z","USA:TX","raw intact chicken","environmental/other","USA:TX","PDS000030237.1646",0,2,"SAMN17841459","GCA_017060655.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12137798","""FSIS12137798"",""SRS8276677""","Enteritidis","PDT000967110.1","2021-02-17T23:24:37Z","USA:IL","chicken carcass","environmental/other","USA:IL","PDS000032668.1668",3,1,"SAMN17974699","GCA_016992555.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12138129","""FSIS12138129"",""SRS8340636""","Enteritidis","PDT000975741.1","2021-03-02T11:49:17Z","USA:NC","raw intact chicken","environmental/other","USA:NC","PDS000030237.1646",8,4,"SAMN18078094","GCA_017211595.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12138128","""FSIS12138128"",""SRS8340640""","Enteritidis","PDT000975783.1","2021-03-02T12:25:50Z","USA:IN","raw intact chicken","environmental/other","USA:IN","PDS000030237.1646",1,1,"SAMN18078093","GCA_017212975.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12138209","""FSIS12138209"",""SRS8381539""","Enteritidis","PDT000978434.1","2021-03-04T22:23:19Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000083226.1089",5,4,"SAMN18141161","GCA_017297155.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12138230","""FSIS12138230"",""SRS8427572""","Enteritidis","PDT000983448.1","2021-03-11T21:28:15Z","USA:ID","comminuted beef","environmental/other","USA:ID","PDS000002770.694",5,12,"SAMN18243660","GCA_017337525.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12138517","""FSIS12138517"",""SRS8490261""","Enteritidis","PDT000986529.1","2021-03-18T22:27:37Z","USA:MN","comminuted chicken","environmental/other","USA:MN","PDS000065758.1669",3,0,"SAMN18350675","GCA_017493975.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12138728","""FSIS12138728"",""SRS8600168""","Enteritidis","PDT000993343.1","2021-03-30T00:20:15Z","USA:CA","chicken carcass","environmental/other","USA:CA","PDS000065758.1669",4,2,"SAMN18528897","GCA_017659895.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12138737","""FSIS12138737"",""SRS8600170""","Enteritidis","PDT000993345.1","2021-03-30T00:20:16Z","USA:NY","raw intact chicken","environmental/other",,"PDS000083226.1089",6,1,"SAMN18528905","GCA_017716615.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12138976","""FSIS12138976"",""SRS8657277""","Enteritidis","PDT001001512.1","2021-04-07T20:30:31Z","USA:IN","raw intact chicken","environmental/other","USA:IN","PDS000030237.1646",2,1,"SAMN18649574","GCA_017843035.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12138980","""FSIS12138980"",""SRS8657387""","Enteritidis","PDT001001518.1","2021-04-07T20:30:36Z","USA:WA","comminuted chicken","environmental/other","USA:WA","PDS000030237.1646",2,1,"SAMN18649578","GCA_017842935.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12139286","""FSIS12139286"",""SRS8740274""","Enteritidis","PDT001009578.1","2021-04-20T17:22:39Z","USA:AR","comminuted chicken","environmental/other","USA:AR","PDS000030237.1646",7,3,"SAMN18810976","GCA_018111745.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12139287","""FSIS12139287"",""SRS8740276""","Enteritidis","PDT001009580.1","2021-04-20T17:22:40Z","USA:NC","comminuted chicken","environmental/other","USA:NC","PDS000030237.1646",9,7,"SAMN18810977","GCA_018117825.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12139288","""FSIS12139288"",""SRS8740394""","Enteritidis","PDT001009587.1","2021-04-20T17:22:42Z","USA:WA","comminuted chicken","environmental/other","USA:WA","PDS000065758.1669",2,2,"SAMN18810978","GCA_018111075.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12139289","""FSIS12139289"",""SRS8740396""","Enteritidis","PDT001009589.1","2021-04-20T18:20:42Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000032668.1668",1,1,"SAMN18810979","GCA_018112145.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12139291","""FSIS12139291"",""SRS8780732""","Enteritidis","PDT001015229.1","2021-04-27T20:23:56Z","USA:TX","raw intact chicken","environmental/other","USA:TX","PDS000030237.1646",1,1,"SAMN18880440","GCA_018192915.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12139299","""FSIS12139299"",""SRS8780741""","Enteritidis","PDT001015236.1","2021-04-27T20:23:59Z","USA:AL","chicken carcass","environmental/other","USA:AL","PDS000032668.1668",8,5,"SAMN18880447","GCA_018192795.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12139305","""FSIS12139305"",""SRS8780745""","Enteritidis","PDT001015238.1","2021-04-27T20:24:01Z","USA:LA","raw intact chicken","environmental/other","USA:LA","PDS000030237.1646",18,12,"SAMN18880453","GCA_018192755.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12139150","""FSIS12139150"",""SRS8813328""","Enteritidis","PDT001016601.1","2021-04-30T19:28:36Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000246039.3",0,0,"SAMN18938120","GCA_018229825.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12139493","""FSIS12139493"",""SRS8813699""","Enteritidis","PDT001016625.1","2021-04-30T19:28:42Z","USA:NJ","raw intact chicken","environmental/other","USA:NJ","PDS000083226.1089",3,3,"SAMN18938144","GCA_018229405.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12139494","""FSIS12139494"",""SRS8813700""","Enteritidis","PDT001016626.1","2021-04-30T19:28:43Z","USA:IL","raw intact chicken","environmental/other","USA:IL","PDS000083226.1089",5,5,"SAMN18938145","GCA_018229385.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12139496","""FSIS12139496"",""SRS8813704""","Enteritidis","PDT001016630.1","2021-04-30T19:28:44Z","USA:OK","raw intact chicken","environmental/other","USA:OK","PDS000030237.1646",0,2,"SAMN18938147","GCA_018229365.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12139737","""FSIS12139737"",""SRS8983802""","Enteritidis","PDT001029003.1","2021-05-15T04:34:15Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000246039.3",0,0,"SAMN19189880","GCA_018980905.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N20S0192","""20PA03CB07-S"",""CVM N20S0192"",""SRS8990027""","Enteritidis","PDT001035726.1","2021-05-15T22:47:11Z","USA:PA","Chicken Breasts","environmental/other",,"PDS000083226.1089",5,5,"SAMN19221116","GCA_046029625.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12139802","""FSIS12139802"",""SRS9021791""","Enteritidis","PDT001042924.1","2021-05-20T01:27:36Z","USA:KS","comminuted chicken","environmental/other","USA:KS","PDS000032668.1668",2,6,"SAMN19274653","GCA_018415105.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N19S1402","""19IA09CB34-S2"",""CVM N19S1402"",""SRS9084210""","Enteritidis","PDT001048823.1","2021-05-28T06:21:26Z","USA:IA","Chicken Wings","environmental/other",,"PDS000032668.1668",1,3,"SAMN19372098","GCA_046028665.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N19S0159","""19OR01CB22-S2"",""CVM N19S0159"",""SRS9084197""","Enteritidis","PDT001048836.1","2021-05-28T06:21:29Z","USA:OR","Chicken Thighs","environmental/other",,"PDS000030237.1646",1,3,"SAMN19372070","GCA_046027455.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N19S0155","""19OR01CB01-S2"",""CVM N19S0155"",""SRS9084186""","Enteritidis","PDT001048847.1","2021-05-28T06:21:31Z","USA:OR","Chicken Thighs","environmental/other",,"PDS000030237.1646",3,2,"SAMN19372068","GCA_046026775.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N19S0523","""19TN03CB16K-S2"",""CVM N19S0523"",""SRS9084185""","Enteritidis","PDT001048848.1","2021-05-28T06:21:32Z","USA:TN-Knoxville","Chicken Breasts","environmental/other",,"PDS000030237.1646",0,0,"SAMN19372076","GCA_046026685.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12140080","""FSIS12140080"",""SRS9140143""","Enteritidis","PDT001059048.1","2021-06-05T03:30:05Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000065758.1669",4,2,"SAMN19573690","GCA_018749875.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12140077","""FSIS12140077"",""SRS9140149""","Enteritidis","PDT001059054.1","2021-06-05T03:30:07Z","USA:AR","raw intact chicken","environmental/other","USA:AR","PDS000030237.1646",9,5,"SAMN19573687","GCA_018749775.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=2:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12140074","""FSIS12140074"",""SRS9140179""","Enteritidis","PDT001059077.1","2021-06-05T03:30:14Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000030237.1646",0,2,"SAMN19573684","GCA_018749245.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12140219","""FSIS12140219"",""SRS9187945""","Enteritidis","PDT001067500.1","2021-06-12T00:27:17Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000032668.1668",0,0,"SAMN19672989","GCA_018872205.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=2:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12140227","""FSIS12140227"",""SRS9188865""","Enteritidis","PDT001067530.1","2021-06-12T00:27:24Z","USA:FL","chicken carcass","environmental/other","USA:FL","PDS000032668.1668",4,1,"SAMN19672997","GCA_018871625.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12140200","""FSIS12140200"",""SRS9188980""","Enteritidis","PDT001067576.1","2021-06-12T00:27:36Z","USA:NJ","comminuted chicken","environmental/other","USA:NJ","PDS000030237.1646",1,2,"SAMN19672980","GCA_018870665.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12140164","""FSIS12140164"",""SRS9189052""","Enteritidis","PDT001067593.1","2021-06-12T00:27:40Z","USA:MI","comminuted chicken","environmental/other","USA:MI","PDS000030237.1646",0,0,"SAMN19672965","GCA_018870385.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS12140172","""FSIS12140172"",""SRS9189392""","Enteritidis","PDT001067603.1","2021-06-12T00:27:42Z","USA:CA","raw intact chicken","environmental/other","USA:CA","PDS000246039.3",0,2,"SAMN19672973","GCA_018870145.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
